team,task,timestamp,rank,video_rank,categories,types,sortType
Siret1,KIS Visual 1,1594886274478,-1,2341,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 1,1594886308366,2204,369,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 1,1594886323543,733,733,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 1,1594886387701,-1,92,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 1,1594886403754,-1,94,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 1,1594886420249,-1,54,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 1,1594886435217,218,25,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 1,1594886451530,-1,38,image,globalFeatures,globalFeatures
Siret1,KIS Visual 1,1594886457080,-1,38,image,globalFeatures,globalFeatures
Siret1,KIS Visual 1,1594886458636,-1,38,image,globalFeatures,globalFeatures
Siret1,KIS Visual 1,1594886460155,-1,38,image,globalFeatures,globalFeatures
Siret1,KIS Visual 1,1594886461699,-1,38,image,globalFeatures,globalFeatures
Siret1,KIS Visual 1,1594886465078,-1,38,image,globalFeatures,globalFeatures
Siret1,KIS Visual 1,1594886475938,38,2,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 1,1594886588766,-1,603,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 2,1594887138009,225,225,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 2,1594887156539,578,339,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 2,1594887174132,253,229,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 2,1594887190558,-1,44,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 2,1594887201729,124,124,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 2,1594887288510,268,72,image,globalFeatures,globalFeatures
Siret1,KIS Visual 2,1594887289515,268,72,image,globalFeatures,globalFeatures
Siret1,KIS Visual 2,1594887297364,221,37,image,globalFeatures,globalFeatures
Siret1,KIS Visual 2,1594887317985,221,37,image,globalFeatures,globalFeatures
Siret1,KIS Visual 2,1594887351568,4660,4660,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 2,1594887367336,450,450,image,globalFeatures,globalFeatures
Siret1,KIS Visual 2,1594887368697,450,450,image,globalFeatures,globalFeatures
Siret1,KIS Visual 2,1594887381342,25,25,image,globalFeatures,globalFeatures
Siret1,KIS Visual 2,1594887382504,25,25,image,globalFeatures,globalFeatures
Siret1,KIS Textual 2,1594887445849,18,18,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 2,1594887458133,1,1,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 3,1594888451357,121,2,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 3,1594888781844,-1,7,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 3,1594888841303,-1,0,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 3,1594888856336,-1,5,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 3,1594888877431,-1,0,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 3,1594888890380,-1,0,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 3,1594888912794,41,28,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 3,1594888933654,1,0,image,globalFeatures,globalFeatures
Siret1,KIS Textual 3,1594889058778,0,0,image,globalFeatures,globalFeatures
Siret1,KIS Visual 4,1594889230310,-1,19,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 4,1594889340454,-1,97,image,globalFeatures,globalFeatures
Siret1,KIS Visual 4,1594889341359,-1,97,image,globalFeatures,globalFeatures
Siret1,KIS Visual 4,1594889351256,171,47,image,globalFeatures,globalFeatures
Siret1,KIS Visual 4,1594889370704,169,109,image,globalFeatures,globalFeatures
Siret1,KIS Visual 4,1594889389250,169,109,image,globalFeatures,globalFeatures
Siret1,KIS Visual 4,1594889392685,66,1,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 4,1594889403468,-1,1,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 4,1594889417898,-1,17,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 4,1594889438495,118,35,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 4,1594889456049,77,34,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 4,1594889539521,-1,0,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 5,1594890106405,840,840,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 5,1594890125474,7,7,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 5,1594891028859,-1,97,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 5,1594891071844,-1,115,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 5,1594891088928,685,685,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 5,1594891119392,-1,560,image,globalFeatures,globalFeatures
Siret1,KIS Textual 5,1594891152825,-1,560,image,globalFeatures,globalFeatures
Siret1,KIS Textual 5,1594891156150,-1,560,image,globalFeatures,globalFeatures
Siret1,KIS Textual 5,1594891177969,-1,931,image,globalFeatures,globalFeatures
Siret1,KIS Textual 5,1594891178978,-1,931,image,globalFeatures,globalFeatures
Siret1,KIS Textual 5,1594891205522,-1,1250,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 5,1594891217429,-1,700,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 5,1594891236962,-1,1055,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 5,1594891286971,-1,2092,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 5,1594891320363,4,4,image,globalFeatures,globalFeatures
Siret1,KIS Textual 5,1594891347733,1331,1331,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 5,1594891368878,711,711,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 6,1594891785407,-1,218,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 6,1594891832851,-1,84,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 6,1594891852980,-1,218,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 6,1594891857470,-1,1095,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 6,1594891865921,-1,471,image,globalFeatures,globalFeatures
Siret1,KIS Visual 6,1594891876095,-1,471,image,globalFeatures,globalFeatures
Siret1,KIS Visual 6,1594891891908,144,144,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 6,1594891912432,-1,230,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 6,1594891937222,30,30,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 6,1594891941598,3,3,image,globalFeatures,globalFeatures
Siret1,KIS Textual 6,1594892178149,-1,32,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 6,1594892254426,-1,64,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892311067,-1,71,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 6,1594892343220,-1,11,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 6,1594892373358,-1,30,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 6,1594892389657,-1,922,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892401991,-1,114,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892422024,-1,124,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892444056,-1,128,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892464010,-1,68,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892478928,-1,74,image,globalFeatures,globalFeatures
Siret1,KIS Textual 6,1594892486274,-1,74,image,globalFeatures,globalFeatures
Siret1,KIS Textual 6,1594892510636,-1,42,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892539091,-1,24,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892570766,-1,31,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892584240,-1,39,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892601904,1774,141,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 6,1594892631946,-1,2258,image,globalFeatures,globalFeatures
Siret1,KIS Textual 6,1594892636747,-1,2258,image,globalFeatures,globalFeatures
Siret1,KIS Textual 6,1594892640580,-1,2258,image,globalFeatures,globalFeatures
Siret1,KIS Visual 8,1594897533109,-1,99,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 8,1594897558539,-1,170,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 8,1594897592989,-1,434,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 8,1594897618932,386,255,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 8,1594897652401,-1,1778,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 8,1594897671048,235,235,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 8,1594897699189,490,490,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 8,1594897741486,21,21,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 8,1594897768761,4,4,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 8,1594897781392,53,53,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 8,1594897795236,39,39,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 8,1594897891501,269,269,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 8,1594897947634,64,64,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 8,1594897967918,-1,16,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 9,1594898402969,-1,6546,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 9,1594898452872,-1,2948,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 9,1594898461668,20,20,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 9,1594898536456,21,21,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 9,1594898735769,-1,11,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 9,1594898766724,-1,2,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 9,1594898829407,1593,1593,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 9,1594898847242,166,166,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 9,1594898888237,108,108,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 9,1594898902182,2616,1187,image,globalFeatures,globalFeatures
Siret1,KIS Textual 9,1594898909845,-1,4,image,globalFeatures,globalFeatures
Siret1,KIS Textual 9,1594898931946,103,103,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 9,1594898958346,30,30,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 9,1594898975108,-1,4,image,globalFeatures,globalFeatures
Siret1,KIS Textual 9,1594898999664,-1,2,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 9,1594899024981,-1,3,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 9,1594899086373,-1,13,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 9,1594899119176,-1,4,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 9,1594899132492,-1,6,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 9,1594899170342,1167,1167,image,globalFeatures,globalFeatures
Siret1,KIS Textual 9,1594899171245,1167,1167,image,globalFeatures,globalFeatures
Siret1,KIS Visual 11,1594899278296,139,139,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 11,1594899307529,674,84,image,globalFeatures,globalFeatures
Siret1,KIS Visual 11,1594899308675,674,84,image,globalFeatures,globalFeatures
Siret1,KIS Visual 11,1594899318018,674,84,image,globalFeatures,globalFeatures
Siret1,KIS Visual 11,1594899332305,241,241,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 11,1594899353477,132,132,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 11,1594899373775,101,101,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 11,1594899391165,138,138,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 11,1594899410528,2,2,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 11,1594899574373,0,0,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 11,1594899937694,3931,612,image,feedbackModel,feedbackModel
Siret1,KIS Textual 11,1594899947333,5546,1628,image,feedbackModel,feedbackModel
Siret1,KIS Textual 11,1594899956422,-1,491,image,feedbackModel,feedbackModel
Siret1,KIS Visual 12,1594900046820,-1,183,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 12,1594900071263,-1,149,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 12,1594900105642,-1,202,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 12,1594900166722,-1,3860,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 12,1594900190483,-1,3832,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 12,1594900208814,-1,2351,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 12,1594900236196,-1,852,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 12,1594900264583,-1,95,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 12,1594900277313,-1,405,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 12,1594900291162,-1,4719,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 12,1594900315785,-1,1236,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 12,1594900385446,-1,24,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 12,1594900425655,-1,6,image,globalFeatures,globalFeatures
Siret1,KIS Textual 12,1594900426516,-1,6,image,globalFeatures,globalFeatures
Siret1,KIS Textual 12,1594900518596,-1,7,image,globalFeatures,globalFeatures
Siret1,KIS Textual 12,1594900565744,-1,42,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 12,1594900587880,-1,3,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 12,1594900627430,14,7,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 12,1594900720333,2,2,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 12,1594900741889,21,7,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 13,1594900894424,-1,11,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 13,1594900903441,2,0,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 13,1594901173165,84,84,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 13,1594901214576,44,44,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 13,1594901257233,39,39,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 13,1594901274467,-1,2,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 13,1594901391885,-1,-1,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 13,1594901408801,-1,-1,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 13,1594901424628,-1,7589,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 13,1594901444312,-1,4224,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 13,1594901477933,-1,4820,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 13,1594901501772,-1,4452,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 13,1594901552401,-1,8635,image,globalFeatures,globalFeatures
Siret1,KIS Visual 15,1594901656239,-1,5177,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 15,1594901676508,-1,-1,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 15,1594901703164,95,95,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 15,1594901730746,8,8,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 15,1594902055883,22,22,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 15,1594902113205,4,4,image,globalFeatures,globalFeatures
Siret1,KIS Textual 15,1594902155746,215,215,image,globalFeatures,globalFeatures
Siret1,KIS Textual 15,1594902189387,215,215,image,globalFeatures,globalFeatures
Siret1,KIS Textual 15,1594902224261,184,167,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 15,1594902300882,104,104,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 15,1594902394619,157,157,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 17,1594902489992,2,0,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 17,1594902897745,24,24,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 17,1594903046175,532,532,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 17,1594903094818,8,8,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 18,1594903364991,360,360,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 18,1594903419587,79,79,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 18,1594903436479,-1,113,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 18,1594903450116,88,61,image,globalFeatures,globalFeatures
Siret1,KIS Visual 18,1594903463517,88,61,image,globalFeatures,globalFeatures
Siret1,KIS Visual 18,1594903474950,412,289,image,globalFeatures,globalFeatures
Siret1,KIS Visual 18,1594903475742,412,289,image,globalFeatures,globalFeatures
Siret1,KIS Visual 18,1594903495038,138,138,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 18,1594903510810,201,201,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 18,1594903529756,115,115,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 18,1594903544210,6,6,image,globalFeatures,globalFeatures
Siret1,KIS Visual 18,1594903563052,6,6,image,globalFeatures,globalFeatures
Siret1,KIS Textual 18,1594903690718,-1,1189,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 18,1594903732702,-1,192,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 18,1594903741720,-1,8,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 18,1594903776548,-1,8,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 18,1594903793011,-1,194,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 18,1594903801341,-1,6,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 18,1594903819141,-1,4,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 18,1594903837011,504,20,image,globalFeatures,globalFeatures
Siret1,KIS Textual 18,1594903838004,504,20,image,globalFeatures,globalFeatures
Siret1,KIS Textual 18,1594903848817,-1,38,image,globalFeatures,globalFeatures
Siret1,KIS Textual 18,1594903859290,-1,38,image,globalFeatures,globalFeatures
Siret1,KIS Textual 18,1594903887824,156,15,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 18,1594903918386,45,18,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 18,1594903947492,60,18,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 18,1594903986426,-1,5,image,globalFeatures,globalFeatures
Siret1,KIS Textual 18,1594903987001,-1,5,image,globalFeatures,globalFeatures
Siret1,KIS Textual 18,1594904005280,111,11,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 18,1594904033010,44,6,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 19,1594904222192,1370,1370,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 19,1594904256816,289,289,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 19,1594904282486,510,510,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 19,1594904296602,1181,1181,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 19,1594904352027,1763,1763,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 19,1594904360168,-1,2086,image,globalFeatures,globalFeatures
Siret1,KIS Visual 19,1594904382717,5675,5675,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 19,1594904411584,1001,1001,image,globalFeatures,globalFeatures
Siret1,KIS Visual 19,1594904412380,1001,1001,image,globalFeatures,globalFeatures
Siret1,KIS Visual 19,1594904429828,-1,6586,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 19,1594904446827,-1,1275,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 19,1594904464890,2028,2028,image,globalFeatures,globalFeatures
Siret1,KIS Visual 19,1594904466010,2028,2028,image,globalFeatures,globalFeatures
Siret1,KIS Visual 19,1594904471431,-1,2162,image,globalFeatures,globalFeatures
Siret1,KIS Visual 19,1594904475278,-1,2162,image,globalFeatures,globalFeatures
Siret1,KIS Visual 19,1594904478968,-1,2162,image,globalFeatures,globalFeatures
Siret1,KIS Visual 19,1594904481965,-1,2162,image,globalFeatures,globalFeatures
Siret1,KIS Visual 19,1594904485204,-1,2162,image,globalFeatures,globalFeatures
Siret1,KIS Visual 19,1594904488296,-1,2162,image,globalFeatures,globalFeatures
Siret1,KIS Textual 19,1594904606884,-1,2346,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 19,1594904619869,-1,2494,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 19,1594904629542,-1,2296,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 19,1594904662774,-1,2187,image,globalFeatures,globalFeatures
Siret1,KIS Textual 19,1594904684270,-1,1985,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 19,1594904714132,-1,1577,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 19,1594904754456,-1,1097,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 19,1594904797394,-1,810,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 19,1594904868356,2124,1999,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 19,1594904938355,-1,1278,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 19,1594904984612,-1,298,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 20,1594905434634,14,14,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 20,1594905762703,14,14,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 20,1594905880056,57,57,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 20,1594905910066,1430,1430,image,globalFeatures,globalFeatures
Siret1,KIS Textual 20,1594905911223,1430,1430,image,globalFeatures,globalFeatures
Siret1,KIS Textual 20,1594905933710,2523,1487,image,globalFeatures,globalFeatures
Siret1,KIS Textual 20,1594905944945,2523,1487,image,globalFeatures,globalFeatures
Siret1,KIS Textual 20,1594906007963,15,15,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 20,1594906078955,156,102,image,globalFeatures,globalFeatures
Siret1,KIS Textual 20,1594906079891,156,102,image,globalFeatures,globalFeatures
Siret1,KIS Textual 20,1594906097327,34,34,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 20,1594906122275,3,3,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 20,1594906148426,424,424,image,globalFeatures,globalFeatures
Siret1,KIS Textual 20,1594906173058,424,424,image,globalFeatures,globalFeatures
Siret1,KIS Textual 20,1594906192979,424,424,image,globalFeatures,globalFeatures
Siret1,KIS Textual 20,1594906203655,424,424,image,globalFeatures,globalFeatures
Siret1,KIS Visual 21,1594906315256,823,823,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 21,1594906331357,-1,456,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 21,1594906385597,-1,48,image,globalFeatures,globalFeatures
Siret1,KIS Visual 21,1594906400869,-1,48,image,globalFeatures,globalFeatures
Siret1,KIS Visual 21,1594906403210,-1,385,image,globalFeatures,globalFeatures
Siret1,KIS Visual 21,1594906404232,-1,385,image,globalFeatures,globalFeatures
Siret1,KIS Visual 21,1594906443535,-1,275,image,globalFeatures,globalFeatures
Siret1,KIS Visual 21,1594906469817,-1,494,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 21,1594906489078,-1,412,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 21,1594906532204,61,19,image,globalFeatures,globalFeatures
Siret1,KIS Visual 21,1594906565782,61,19,image,globalFeatures,globalFeatures
Siret1,KIS Visual 21,1594906571174,87,69,image,globalFeatures,globalFeatures
Siret1,KIS Visual 21,1594906571846,87,69,image,globalFeatures,globalFeatures
Siret1,KIS Textual 21,1594906618574,43,43,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 21,1594906635670,214,91,image,globalFeatures,globalFeatures
Siret1,KIS Textual 21,1594906644286,214,91,image,globalFeatures,globalFeatures
Siret1,KIS Textual 21,1594906651928,214,91,image,globalFeatures,globalFeatures
Siret1,KIS Textual 21,1594906654244,82,0,image,globalFeatures,globalFeatures
Siret1,KIS Textual 21,1594906654697,82,0,image,globalFeatures,globalFeatures
Siret1,KIS Visual 22,1594907150565,-1,647,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 22,1594907182148,-1,492,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 22,1594907212721,-1,182,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 22,1594907239532,487,180,text,jointEmbedding,jointEmbedding
Siret1,KIS Visual 22,1594907269108,13,13,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Visual 22,1594907293315,2,2,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret1,KIS Textual 22,1594907499084,-1,676,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 22,1594907523635,-1,64,text,jointEmbedding,jointEmbedding
Siret1,KIS Textual 22,1594907537354,161,110,image,globalFeatures,globalFeatures
Siret1,KIS Textual 22,1594907547851,161,110,image,globalFeatures,globalFeatures
